portfolio_id,return
PF00001001,0.024496920457573946
PF00001004,0.023658919467719367
PF00001009,0.024947647244838035
PF00001013,0.025258174612773274
PF00001014,0.024639590646665627
PF00001015,0.024664170371343518
PF00001017,0.02453822580891789
PF00001023,0.02454180110276662
PF00001024,0.025107421027594595
PF00001025,0.05553238134848858
PF00001028,0.02498544518451095
PF00001032,0.024736196877015455
PF00001036,0.02544254797342178
PF00001041,0.02593471720840644
PF00001045,0.024464009650369826
PF00001047,0.02540230108947318
PF00001049,0.025546356747465658
PF00001053,0.05563246721897048
PF00001060,0.025409678094937303
PF00001067,0.02559375713390862
PF00001068,0.02499073205198134
PF00001069,0.02500723381748317
PF00001077,0.02503803138418453
PF00001078,0.025006289155434947
PF00001085,0.024867170659628915
PF00001086,0.05537087070698116
PF00001087,0.025587304810441518
PF00001088,0.02498636543813977
PF00001092,0.025206348019319175
PF00001095,0.02582116268131847
PF00001099,0.025354812300444184
PF00001100,0.025488159799530688
PF00001104,0.025065437116058794
PF00001105,0.026769137756716327
PF00001107,0.02694208678075928
PF00001108,0.05629242671046234
PF00001112,0.027066716794920877
PF00001119,0.027316294039587855
PF00001123,0.02790778876100602
PF00001126,0.026814218945972978
PF00001132,0.02684137948506268
PF00001135,0.025117402221297793
PF00001145,0.028342149298128394
PF00001148,0.025707364204118358
PF00001153,0.025186487791633468
PF00001155,0.056206894070146445
PF00001161,0.02520220777924091
PF00001164,0.024972298432319746
PF00001165,0.02641936436118883
PF00001171,0.05864714754644344
PF00001178,0.025193834654135536
PF00001179,0.03099578408833127
PF00001180,0.059154478249634025
PF00001194,0.024882550615849583
PF00001199,0.02542691638610327
PF00001198,0.025528486623849773
PF00001203,0.025152532456556218
PF00001204,0.026487663595044578
PF00001209,0.058769761545949935
PF00001210,0.025525274837248386
PF00001218,0.02541518249529229
PF00001220,0.02544039548523146
PF00001223,0.02536963740723523
PF00001225,0.025020223476494453
PF00001227,0.02517287510546814
PF00001230,0.05829550319712706
PF00001233,0.025324408155535598
PF00001236,0.02539264326826616
PF00001238,0.02528543591061406
PF00001239,0.056627012502239955
PF00001241,0.05751373891964515
PF00001243,0.025209591981904592
PF00001244,0.027689637535793763
PF00001245,0.05675239157410368
PF00001253,0.02535673533532257
PF00001255,0.02569478503623595
PF00001258,0.024797556191002722
PF00001260,0.025724880149182398
PF00001262,0.025706341323996195
PF00001264,0.025182328803244527
PF00001265,0.025205682745650167
PF00001270,0.05776160363346871
PF00001274,0.02493722367249168
PF00001277,0.025159882369338412
PF00001282,0.025064437015412628
PF00001283,0.02665994371333358
PF00001285,0.025083101214745405
PF00001288,0.025639308700719815
PF00001290,0.02540715510471061
PF00001294,0.02524719274694681
PF00001296,0.02487581293786396
PF00001303,0.02555138616077761
PF00001305,0.025558210535023558
PF00001306,0.025558210535023558
PF00001309,0.026164537530423103
PF00001310,0.025646916864593042
PF00001312,0.025927709985802082
PF00001313,0.05553810624323671
PF00001316,0.025451653346632623
PF00001319,0.025446212286973514
PF00001324,0.025418653834278573
PF00001325,0.024809087104705797
PF00001331,0.025501300335653544
PF00001333,0.05618653770557207
PF00001334,0.02517351023635287
PF00001335,0.03054862209143086
PF00001340,0.02538119758198733
PF00001345,0.030841836233190804
PF00001348,0.05630918649929314
PF00001352,0.02548909508716483
PF00001354,0.02537102048831476
PF00001355,0.04925410661151621
PF00001356,0.04784857858043877
PF00001368,0.02565995976215936
PF00001370,0.026299635893213134
PF00001372,0.025907467833485978
PF00001375,0.025682579714197483
PF00001382,0.031013117663636906
PF00001384,0.0254711572972153
PF00001388,0.026218216670196824
PF00001389,0.026077755778814236
PF00001391,0.02666937373238664
PF00001412,0.04907362341546174
PF00001419,0.05681304177722133
PF00001424,0.02958561663855699
PF00001427,0.02935402782371906
PF00001428,0.029404343687746477
PF00001430,0.029335733405277297
PF00001432,0.04883544315399509
PF00001433,0.02920975951869811
PF00001438,0.029058034610756255
PF00001440,0.04938929910198806
PF00001441,0.028611790852598257
PF00001446,0.028683368095073096
PF00001450,0.028561262901107814
PF00001453,0.04675471915982542
PF00001456,0.028588034877038364
PF00001458,0.029032157577984316
PF00001463,0.05761513956465645
PF00001464,0.02863033615689562
PF00001471,0.05517424787784198
PF00001473,0.03230678590085133
PF00001474,0.053965488385737566
PF00001480,0.029134898065070712
PF00001486,0.04478351738191723
PF00001493,0.056435905389645616
PF00001494,0.033655308362984096
PF00001497,0.03160608173410973
PF00001500,0.031585200375799705
PF00001503,0.05276523624083178
PF00001505,0.03303446423502365
PF00001508,0.03303446423502365
PF00001510,0.031149749812385892
PF00001511,0.031520838930502885
PF00001512,0.05085003417603951
PF00001515,0.031362717552615035
PF00001516,0.05301757111428038
PF00001519,0.05568488727384938
PF00001522,0.0332065932013318
PF00001529,0.03266162245059946
PF00001532,0.03241962929641721
PF00001535,0.03154502602780242
PF00001536,0.033052230661164854
PF00001537,0.032488715467806586
PF00001540,0.055309387092622356
PF00001541,0.032381021598272476
PF00001542,0.05579731905996326
PF00001547,0.03213867552214697
PF00001550,0.054854550805941836
PF00001553,0.03274309978048112
PF00001556,0.03273436770702938
PF00001561,0.05506215429650685
PF00001564,0.048096024503862286
PF00001565,0.03227724366789797
PF00001569,0.03497486795030611
PF00001572,0.0558888075235372
PF00001575,0.03515520982588509
PF00001578,0.0346517244436968
PF00001579,0.05646491800536925
PF00001583,0.03503980030703875
PF00001589,0.03507761586960702
PF00001590,0.05688369816841604
PF00001592,0.036392991266160635
PF00001593,0.056974654886439234
PF00001597,0.035518148742786755
PF00001599,0.034880473276603714
PF00001614,0.036572446185575466
PF00001618,0.036751642069698866
PF00001619,0.036772240877681626
PF00001629,0.03663307554872155
PF00001626,0.03665877317402254
PF00001628,0.03652224617110748
PF00001631,0.05912915763764356
PF00001632,0.0364549687160313
PF00001633,0.037151652100902786
PF00001635,0.03661618701805947
PF00001642,0.036473837400564875
PF00001648,0.037763662084391046
PF00001654,0.036728961530015286
PF00001655,0.03747328119078046
PF00001656,0.036728961530015286
PF00001660,0.0376525977881789
PF00001661,0.059407245322236214
PF00001665,0.03766599438806593
PF00001667,0.059407245322236214
PF00001677,0.059643411152894635
PF00001682,0.040229709302137144
PF00001690,0.0405805844608252
PF00001693,0.04020151314538647
PF00001711,0.04112532437438342
PF00001712,0.04186007670962326
PF00001713,0.0406610402201055
PF00001714,0.04034099482758086
PF00001719,0.040643557893702977
PF00001728,0.04057664617641288
PF00001729,0.04112532437438342
PF00001731,0.061386907005347435
PF00001732,0.040740260977361185
PF00001745,0.043509087983986575
PF00001749,0.043418037051112676
PF00001751,0.06268049444443985
